# 44: 15x15 A 4.5% Enriched 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,9,1,1,1,1,1,1,1 
1,1,1,1,9,1,1,1,1,1,9,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,9,1,1,1,9,1,1,1,9,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,9,1,1,1,1,1,9,1,1,1,1 
1,1,1,1,1,1,1,9,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 45: 15x15 B 5.0% Enriched 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,9,1,1,1,1,1,1,1 
1,1,1,1,9,1,1,1,1,1,9,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,9,1,1,1,1,1,9,1,1,1,1 
1,1,1,1,1,1,1,9,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 46: 15x15: 4.55% Enriched 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,1,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,9,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,1,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
