# 41: 14x14 A 3.8% Enriched 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,9,1,1,1,1,9,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,9,1,1,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,9,1,1,1,1,9,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 42: 14x14 B 3.13% Enriched 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,0,0,1,1,1,1,1,1,0,0,1,1 
1,1,0,0,1,1,1,1,1,1,0,0,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,0,0,1,1,1,1,1,1 
1,1,1,1,1,1,0,0,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,0,0,1,1,1,1,1,1,0,0,1,1 
1,1,0,0,1,1,1,1,1,1,0,0,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 43: 14x14: 2.0% Enriched 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,9,1,1,1,1,9,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,9,1,1,1,1,1,1 
1,1,9,1,1,1,1,1,1,1,1,9,1,1 
1,1,1,1,9,1,1,1,1,9,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1 
