# 0: 17x17 No Fuel, Air-filled Tubes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# 1: 17x17 PWR burnable poison study 17x17_BP6_4 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 2: 17x17 PWR burnable poison study 17x17_BP6_8 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,3,1,1,1,1,9,1,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,3,1,9,1,1,9,1,1,9,1,3,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,1,9,1,1,1,1,3,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 3: 17x17 PWR burnable poison study 17x17_BP6_12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,3,1,9,1,3,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,3,1,9,1,3,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 4: 17x17 PWR burnable poison study 17x17_BP6_16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,3,1,1,9,3,1,9,1,3,9,1,1,3,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,3,1,1,9,3,1,9,1,3,9,1,1,3,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 5: 17x17 PWR burnable poison study 17x17_BP6_20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,3,1,1,1,3,1,1,9,1,1,1 
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,3,1,1,3,1,1,1,3,1,1,3,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,3,1,1,3,1,1,1,3,1,1,3,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1 
1,1,1,9,1,1,3,1,1,1,3,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 6: 17x17 PWR burnable poison study 17x17_BP6_24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1 
1,1,3,1,1,9,1,1,9,1,1,9,1,1,3,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,9,1,1,9,1,3,9,3,1,9,1,1,9,1,1 
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1 
1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1 
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1 
1,1,9,1,1,9,1,3,9,3,1,9,1,1,9,1,1 
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,3,1,1,9,1,1,9,1,1,9,1,1,3,1,1 
1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 7: 17x17 PWR burnable poison study 17x17_BP8_4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 8: 17x17 PWR burnable poison study 17x17_BP8_8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,4,1,1,1,1,9,1,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,4,1,9,1,1,9,1,1,9,1,4,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,1,9,1,1,1,1,4,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 9: 17x17 PWR burnable poison study 17x17_BP8_12 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,4,1,9,1,4,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,4,1,9,1,4,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 10: 17x17 PWR burnable poison study 17x17_BP8_16 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,4,1,1,9,4,1,9,1,4,9,1,1,4,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,4,1,1,9,4,1,9,1,4,9,1,1,4,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 11: 17x17 PWR burnable poison study 17x17_BP8_20 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,4,1,1,1,4,1,1,9,1,1,1 
1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,4,1,1,4,1,1,1,4,1,1,4,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,4,1,1,4,1,1,1,4,1,1,4,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1 
1,1,1,9,1,1,4,1,1,1,4,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 12: 17x17 PWR burnable poison study 17x17_BP8_24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1 
1,1,4,1,1,9,1,1,9,1,1,9,1,1,4,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,9,1,1,9,1,4,9,4,1,9,1,1,9,1,1 
1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1 
1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1 
1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1 
1,1,9,1,1,9,1,4,9,4,1,9,1,1,9,1,1 
1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,4,1,1,9,1,1,9,1,1,9,1,1,4,1,1 
1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 13: 17x17 PWR burnable poison study 17x17_BP10_4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1 
1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
# 14: 17x17 PWR burnable poison study 17x17_BP10_8 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
1,1,1,1,1,9,1,1,9,1,1,9,1,1,1,1,1 
1,1,1,9,1,1,1,1,5,1,1,1,1,9,1,1,1 
1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1 
1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,1,1 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 
